"","Google-Uncertainty-Raw","Google-Uncertainty-Cleaned","Reuters-Uncertainty-Raw","Reuters-Uncertainty-Cleaned"
"2013-10-01",44.75,38.4843795546776,0.052308273,0.0461618835002756
"2013-11-01",22.375,21.7358645774684,0.0477058,0.044502822303689
"2013-12-01",20.25,23.5157138113456,0.030705483,0.0290884008172049
"2014-01-01",18.75,19.1483569291607,0.034983002,0.0337911713474001
"2014-02-01",26,25.7196191997814,0.025726994,0.0288591456699543
"2014-03-01",23.75,20.0959979074731,0.02920125,0.0290344477423209
"2014-04-01",21.75,20.8473806436275,0.03572604,0.0351220280680429
"2014-05-01",25.875,27.3831663960754,0.02462195,0.0296197415478801
"2014-06-01",18.5,23.0314566724901,0.027143404,0.0301049435259097
"2014-07-01",16.125,20.287328165967,0.019727671,0.0194938396555561
"2014-08-01",18,21.0556972215517,0.022614711,0.023160524306442
"2014-09-01",30.375,25.1950392626858,0.023476318,0.0250019468122835
"2014-10-01",27.625,21.3593795546776,0.034631177,0.0284847875002756
"2014-11-01",20.25,19.6108645774684,0.02825503,0.025052052303689
"2014-12-01",24.75,28.0157138113456,0.023300366,0.0216832838172049
"2015-01-01",21,21.3983569291607,0.026044765,0.0248529343474001
"2015-02-01",19.625,19.3446191997814,0.029574806,0.0327069576699543
"2015-03-01",23,19.3459979074731,0.027079184,0.0269123817423209
"2015-04-01",24.5,23.5973806436275,0.02256423,0.0219602180680429
"2015-05-01",20,21.5081663960754,0.031633948,0.0366317395478801
"2015-06-01",19.25,23.7814566724901,0.037641919,0.0406034585259097
"2015-07-01",18.75,22.912328165967,0.037438091,0.0372042596555561
"2015-08-01",17.875,20.9306972215517,0.035132217,0.035678030306442
"2015-09-01",27.5,22.3200392626858,0.029088457,0.0306140858122835
"2015-10-01",27.25,20.9843795546776,0.039373312,0.0332269225002756
"2015-11-01",23.625,22.9858645774684,0.031613865,0.028410887303689
"2015-12-01",15.625,18.8907138113456,0.024309882,0.0226927998172049
"2016-01-01",20.125,20.5233569291607,0.02739012,0.0261982893474001
"2016-02-01",33.25,32.9696191997814,0.030996176,0.0341283276699543
"2016-03-01",34.125,30.4709979074731,0.033924499,0.0337576967423209
"2016-04-01",28.625,27.7223806436275,0.029183355,0.0285793430680429
"2016-05-01",28,29.5081663960754,0.024542692,0.0295404835478801
"2016-06-01",30.875,35.4064566724901,0.019907277,0.0228688165259097
"2016-07-01",31.5,35.662328165967,0.044535043,0.0443012116555561
"2016-08-01",29.75,32.8056972215517,0.04845568,0.049001493306442
"2016-09-01",34,28.8200392626858,0.023625094,0.0251507228122835
"2016-10-01",31,24.7343795546776,0.031512999,0.0253666095002756
