"","Google-Uncertainty GB-Raw","Google-Uncertainty GB-Cleaned","Reuters-Uncertainty GB-Raw","Reuters-Uncertainty GB-Cleaned"
"2012-03-01",58.25,52.7478442038049,0.082570684,0.0779433746090916
"2012-04-01",43,41.7287466245509,0.057736373,0.0532569811519197
"2012-05-01",42.25,39.2514639196409,0.053306867,0.0576099185361602
"2012-06-01",35.75,38.0741756056095,0.088383667,0.0835693301248213
"2012-07-01",33.75,38.6777663412433,0.078386196,0.0871585958811051
"2012-08-01",35.5,44.3813491487895,0.053035589,0.0669346993886402
"2012-09-01",49.25,52.4200208419838,0.050263917,0.0474703392385253
"2012-10-01",47.5,44.5336931000506,0.067934399,0.0535406593791055
"2012-11-01",49.75,42.1208374309605,0.097573187,0.0953445058023797
"2012-12-01",39.5,42.9043356813956,0.08407901,0.0784882858232338
"2013-01-01",45.75,45.3178283620942,0.089550961,0.0943691120757861
"2013-02-01",44,42.091939285711,0.051947073,0.0590821206441346
"2013-03-01",42.5,36.9978442038049,0.086817607,0.0821902976090916
"2013-04-01",42,40.7287466245509,0.084308128,0.0798287361519197
"2013-05-01",43.75,40.7514639196409,0.058918774,0.0632218255361602
"2013-06-01",49,51.3241756056095,0.039589982,0.0347756451248213
"2013-07-01",26.5,31.4277663412433,0.045097256,0.0538696558811051
"2013-08-01",33.75,42.6313491487895,0.054069155,0.0679682653886402
"2013-09-01",41,44.1700208419838,0.103272361,0.100478783238525
"2013-10-01",42.75,39.7836931000506,0.066982366,0.0525886263791054
"2013-11-01",48.25,40.6208374309605,0.069852331,0.0676236498023797
"2013-12-01",40,43.4043356813956,0.049838307,0.0442475828232338
"2014-01-01",44.25,43.8178283620942,0.051223386,0.0560415370757861
"2014-02-01",54.25,52.341939285711,0.034022335,0.0411573826441346
"2014-03-01",51.25,45.7478442038049,0.047108908,0.0424815986090916
"2014-04-01",44,42.7287466245509,0.085351136,0.0808717441519197
"2014-05-01",44.25,41.2514639196409,0.060385436,0.0646884875361602
"2014-06-01",41.25,43.5741756056095,0.064869944,0.0600556071248213
"2014-07-01",40.75,45.6777663412433,0.037867715,0.0466401148811051
"2014-08-01",33.5,42.3813491487895,0.036663565,0.0505626753886402
"2014-09-01",45,48.1700208419838,0.053523711,0.0507301332385253
"2014-10-01",44,41.0336931000506,0.109453043,0.0950593033791055
"2014-11-01",46,38.3708374309605,0.04889993,0.0466712488023797
"2014-12-01",40.75,44.1543356813956,0.035588896,0.0299981718232338
"2015-01-01",40.25,39.8178283620942,0.05709473,0.0619128810757861
"2015-02-01",43.5,41.591939285711,0.065293933,0.0724289806441346
"2015-03-01",44.5,38.9978442038049,0.049359203,0.0447318936090916
"2015-04-01",42.5,41.2287466245509,0.044306913,0.0398275211519197
"2015-05-01",52.5,49.5014639196409,0.061335515,0.0656385665361602
"2015-06-01",43.5,45.8241756056095,0.069725264,0.0649109271248213
"2015-07-01",36.75,41.6777663412433,0.059428413,0.0682008128811051
"2015-08-01",34.5,43.3813491487895,0.058465795,0.0723649053886402
"2015-09-01",44.25,47.4200208419838,0.035517091,0.0327235132385253
"2015-10-01",46.75,43.7836931000506,0.062245323,0.0478515833791054
"2015-11-01",46.5,38.8708374309605,0.051058959,0.0488302778023797
"2015-12-01",43.25,46.6543356813956,0.047917568,0.0423268438232338
"2016-01-01",50.25,49.8178283620942,0.040688236,0.0455063870757861
"2016-02-01",49.5,47.591939285711,0.060004636,0.0671396836441346
"2016-03-01",56.25,50.7478442038049,0.098338103,0.0937107936090916
"2016-04-01",51.75,50.4787466245509,0.082176703,0.0776973111519197
"2016-05-01",58.75,55.7514639196409,0.088575636,0.0928786875361602
"2016-06-01",48.5,50.8241756056095,0.087854067,0.0830397301248213
"2016-07-01",57.25,62.1777663412433,0.058796086,0.0675684858811051
"2016-08-01",41,49.8813491487895,0.058796086,0.0726951963886402
"2016-09-01",43.25,46.4200208419838,0.120248506,0.117454928238525
"2016-10-01",55,52.0336931000506,0.137923603,0.123529863379105
